,groupe,subject_id,part,set_number,size,rt,correct,correct_letters,letters_recalled,sim,dist
1501,control,46,sentence-post,,,11371.890000009,1,,,1.0,0.0
1502,control,46,sentence-post,,,8598.9600000321,1,,,1.0,0.0
1503,control,46,sentence-post,,,8023.4650000348,1,,,1.0,0.0
1504,control,46,recall-post,5.0,5.0,11071.375,0,YPKTR,YSTKR,0.4,0.6
1505,control,46,sentence-post,,,8030.4899999755,1,,,1.0,0.0
1506,control,46,sentence-post,,,5622.5100000156,1,,,1.0,0.0
1507,control,46,sentence-post,,,7202.665000048,1,,,1.0,0.0
1508,control,46,sentence-post,,,9894.1250000498,1,,,1.0,0.0
1509,control,46,sentence-post,,,7114.0850000083,1,,,1.0,0.0
1510,control,46,sentence-post,,,7327.3899999913,1,,,1.0,0.0
1511,control,46,recall-post,6.0,6.0,28115.344999998,0,TPJKQL,TPJKQ,0.8333333333333334,0.16666666666666666
1512,control,50,sentence-pre,,,3584.8649996333,1,,,1.0,0.0
1513,control,50,sentence-pre,,,3326.82499988,1,,,1.0,0.0
1514,control,50,sentence-pre,,,2853.0600001104,1,,,1.0,0.0
1515,control,50,sentence-pre,,,3797.4749999121,1,,,1.0,0.0
1516,control,50,sentence-pre,,,4776.699999813,1,,,1.0,0.0
1517,control,50,sentence-pre,,,,0,,,1.0,0.0
1518,control,50,recall-pre,1.0,6.0,16068.424999714,0,YSNPHL,SYNPHL,0.6666666666666667,0.3333333333333333
1519,control,50,sentence-pre,,,2689.9749999866,1,,,1.0,0.0
1520,control,50,sentence-pre,,,4000.6749997847,1,,,1.0,0.0
1521,control,50,sentence-pre,,,5126.3099997304,1,,,1.0,0.0
1522,control,50,sentence-pre,,,3741.5749998763,1,,,1.0,0.0
1523,control,50,recall-pre,2.0,4.0,8576.4500000514,1,YPSJ,YPSJ,1.0,0.0
1524,control,50,sentence-pre,,,4798.3349999413,1,,,1.0,0.0
1525,control,50,sentence-pre,,,5064.7150003351,1,,,1.0,0.0
1526,control,50,sentence-pre,,,3334.7800001502,1,,,1.0,0.0
1527,control,50,sentence-pre,,,5289.7049998865,1,,,1.0,0.0
1528,control,50,recall-pre,3.0,4.0,11976.915000007,1,TPHJ,TPHJ,1.0,0.0
1529,control,50,sentence-pre,,,3229.2500003241,1,,,1.0,0.0
1530,control,50,sentence-pre,,,3345.244999975,1,,,1.0,0.0
1531,control,50,sentence-pre,,,3307.2550003417,1,,,1.0,0.0
1532,control,50,sentence-pre,,,2950.9350000881,1,,,1.0,0.0
1533,control,50,sentence-pre,,,3495.8549998701,1,,,1.0,0.0
1534,control,50,sentence-pre,,,5057.8400003724,1,,,1.0,0.0
1535,control,50,recall-pre,4.0,6.0,14198.540000245,1,RSJHNY,RSJHNY,1.0,0.0
1536,control,50,sentence-pre,,,3199.3950000033,1,,,1.0,0.0
1537,control,50,sentence-pre,,,2650.2449996769,1,,,1.0,0.0
1538,control,50,sentence-pre,,,5785.4999997653,1,,,1.0,0.0
1539,control,50,sentence-pre,,,3542.6699998789,1,,,1.0,0.0
1540,control,50,sentence-pre,,,4296.3899997994,0,,,1.0,0.0
1541,control,50,recall-pre,5.0,5.0,19797.879999969,1,FKSNR,FKSNR,1.0,0.0
1542,control,50,sentence-pre,,,3124.7950000688,1,,,1.0,0.0
1543,control,50,sentence-pre,,,4082.620000001,1,,,1.0,0.0
1544,control,50,sentence-pre,,,4551.3849998824,1,,,1.0,0.0
1545,control,50,sentence-pre,,,4560.7549999841,1,,,1.0,0.0
1546,control,50,sentence-pre,,,3415.5950001441,1,,,1.0,0.0
1547,control,50,recall-pre,6.0,5.0,11726.715000346,1,PSLYN,PSLYN,1.0,0.0
1548,control,50,sentence-post,,,4259.8500000313,1,,,1.0,0.0
1549,control,50,sentence-post,,,5020.4900000244,0,,,1.0,0.0
1550,control,50,sentence-post,,,3606.9799996912,1,,,1.0,0.0
1551,control,50,sentence-post,,,5295.5499999225,1,,,1.0,0.0
1552,control,50,sentence-post,,,5095.1149999164,1,,,1.0,0.0
1553,control,50,recall-post,1.0,5.0,11341.765000019,1,TQSLK,TQSLK,1.0,0.0
1554,control,50,sentence-post,,,4144.3149996921,1,,,1.0,0.0
1555,control,50,sentence-post,,,3359.1500003822,0,,,1.0,0.0
1556,control,50,sentence-post,,,5248.4450000338,1,,,1.0,0.0
1557,control,50,sentence-post,,,4400.5499999039,1,,,1.0,0.0
1558,control,50,recall-post,2.0,4.0,12332.529999781,1,KNRF,KNRF,1.0,0.0
1559,control,50,sentence-post,,,3615.5249997973,1,,,1.0,0.0
1560,control,50,sentence-post,,,5072.329999879,1,,,1.0,0.0
1561,control,50,sentence-post,,,6055.5449998938,1,,,1.0,0.0
1562,control,50,sentence-post,,,3840.2249999344,1,,,1.0,0.0
1563,control,50,recall-post,3.0,4.0,8845.9350001067,1,TJSY,TJSY,1.0,0.0
1564,control,50,sentence-post,,,3025.7249996066,1,,,1.0,0.0
1565,control,50,sentence-post,,,5615.4350000434,1,,,1.0,0.0
1566,control,50,sentence-post,,,3552.7400001884,1,,,1.0,0.0
1567,control,50,sentence-post,,,4165.2350001968,1,,,1.0,0.0
1568,control,50,sentence-post,,,3879.3200002983,1,,,1.0,0.0
1569,control,50,sentence-post,,,4496.4499999769,1,,,1.0,0.0
1570,control,50,recall-post,4.0,6.0,36139.620000031,1,QTRFYJ,QTRFYJ,1.0,0.0
1571,control,50,sentence-post,,,3974.5299997739,1,,,1.0,0.0
1572,control,50,sentence-post,,,3359.3600001186,1,,,1.0,0.0
1573,control,50,sentence-post,,,5214.2950003035,1,,,1.0,0.0
1574,control,50,sentence-post,,,3240.2999997139,1,,,1.0,0.0
1575,control,50,sentence-post,,,3798.1849997304,1,,,1.0,0.0
1576,control,50,sentence-post,,,5807.1400001645,1,,,1.0,0.0
1577,control,50,recall-post,5.0,6.0,13910.154999699,1,NQLTRJ,NQLTRJ,1.0,0.0
1578,control,50,sentence-post,,,2512.3050003313,1,,,1.0,0.0
1579,control,50,sentence-post,,,4121.9000001438,1,,,1.0,0.0
1580,control,50,sentence-post,,,6072.0149995759,1,,,1.0,0.0
1581,control,50,sentence-post,,,3597.9800000787,1,,,1.0,0.0
1582,control,50,sentence-post,,,3919.6450002491,1,,,1.0,0.0
1583,control,50,recall-post,6.0,5.0,14277.325000148,1,THRJQ,THRJQ,1.0,0.0
